CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Onw1 TI011015-2,,,,,,,,720,,,,,,,WR,50.13,1.34,,17.26,,11.9,,,10.17,5.46,0.17,,0.7,2.61,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Onw1 I020825-3-1,,,,,,,,720,,,,,,,WR,50.49,1.37,,17.34,,11.81,,,10.06,5.35,0.17,,0.7,2.43,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Onw1 I020825-5,,,,,,,,720,,,,,,,WR,50.34,1.34,,17.39,,11.82,,,10.09,5.45,0.17,,0.7,2.44,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka et al. (2021),  Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Yak_020731-30B,,,,,,,,700,,,,,,,WR,50.17,1.55,,16.54,,12.81,,,9.68,5.47,0.18,,0.78,2.52,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Yak_TI011014-3,,,,,,,,700,,,,,,,WR,50.25,1.53,,16.29,,12.88,,,9.69,5.56,0.18,,0.81,2.5,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Yak_010828-4,,,,,,,,700,,,,,,,WR,50.33,1.52,,16.36,,12.78,,,9.65,5.54,0.18,,0.79,2.53,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Yak_010829-6,,,,,,,,700,,,,,,,WR,50.25,1.52,,16.35,,12.86,,,9.78,5.58,0.18,,0.79,2.37,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Yak_010829-11,,,,,,,,700,,,,,,,WR,50.31,1.53,,16.41,,12.81,,,9.68,5.54,0.18,,0.78,2.45,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Yak_TI011014-7,,,,,,,,700,,,,,,,WR,50.24,1.52,,16.4,,12.87,,,9.7,5.54,0.18,,0.81,2.43,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-SU4_FA04,,,,,,,,700,,,,,,,WR,49.4,1.55,,18.19,,12.79,,,9.33,5.2,0.19,,0.64,2.41,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-SU4_FA17,,,,,,,,700,,,,,,,WR,49.72,1.48,,17.39,,12.29,,,9.82,5.57,0.19,,0.7,2.55,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Fa_11100406.00,,,,,,,,650,,,,,,,WR,50.27,1.48,,16.72,,12.42,,,9.88,5.74,0.17,,0.74,2.28,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Fa_11100407.00,,,,,,,,650,,,,,,,WR,50.22,1.47,,16.63,,12.43,,,9.97,5.72,0.17,,0.75,2.33,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2011), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Nrk_031031-1,,,,,,,,650,,,,,,,WR,50.8,1.35,,16.94,,11.72,,,10.12,5.4,0.18,,0.71,2.53,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2011), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Nrk_031102-1,,,,,,,,650,,,,,,,WR,50.4,1.45,,16.88,,12.32,,,9.53,5.71,0.18,,0.72,2.56,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Nrk_031031-4,,,,,,,,650,,,,,,,WR,50.95,1.39,,17.46,,11.5,,,9.59,5.31,0.19,,0.72,2.65,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Nrk_020801-1-2,,,,,,,,650,,,,,,,WR,50.6,1.3,,18.01,,11.16,,,10.16,4.77,0.15,,0.7,2.9,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Nrk_020803-26,,,,,,,,650,,,,,,,WR,49.8,1.48,,16.66,,12.58,,,9.84,5.8,0.17,,0.72,2.64,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-SU3_FA05,,,,,,,,600,,,,,,,WR,49.74,1.32,,18.01,,12.29,,,9.55,5.62,0.18,,0.58,2.45,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-SU3_FA12,,,,,,,,600,,,,,,,WR,50.26,1.3,,17.48,,11.9,,,9.97,5.44,0.18,,0.64,2.57,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-SU3_DN08,,,,,,,,600,,,,,,,WR,49.89,1.39,,18.58,,12.17,,,9.2,5.1,0.18,,0.64,2.59,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2011), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Akn_100109-4,,,,,,,,550,,,,,,,WR,50.59,1.58,,16.6,,12.65,,,9.44,5.43,0.2,,0.74,2.46,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Akn_100810-1,,,,,,,,550,,,,,,,WR,50.65,1.57,,16.32,,12.85,,,9.43,5.41,0.2,,0.79,2.47,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Nft_FA06,,,,,,,,550,,,,,,,WR,50.12,1.26,,17.52,,12.51,,,9.6,5.58,0.19,,0.55,2.44,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Nft_TRB01,,,,,,,,550,,,,,,,WR,49.92,1.41,,17.92,,12.31,,,9.54,5.36,0.18,,0.61,2.45,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Gam_T011204-01,,,,,,,,500,,,,,,,WR,50.46,1.23,,17.83,,11.53,,,9.96,5.35,0.16,,0.64,2.6,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Gam_NI031014-2,,,,,,,,500,,,,,,,WR,50.53,1.26,,17.62,,11.5,,,9.91,5.43,0.17,,0.65,2.67,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-TpfA TK07,,,,,,,,500,,,,,,,WR,50.74,1.27,,17.31,,11.55,,,9.79,5.68,0.19,,0.6,2.63,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-TpfA 05112407-2,,,,,,,,500,,,,,,,WR,51.36,1.28,,18.22,,10.39,,,9.48,5.39,0.15,,0.65,2.81,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2007), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Aos_99L01,,,,,,,,480,,,,,,,WR,50.09,1.5,,17.42,,12.12,,,9.89,5.02,0.17,,0.76,2.72,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto (2014), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Aos_Y990923-6,,,,,,,,480,,,,,,,WR,50.62,1.52,,17.49,,11.18,,,10.01,5.14,0.17,,0.78,2.76,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Inm_TRB02,,,,,,,,470,,,,,,,WR,50.14,1.65,,16.3,,13.03,,,9.6,5.65,0.18,,0.8,2.31,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2011), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Inm_030226-1,,,,,,,,470,,,,,,,WR,50.28,1.55,,16.54,,12.72,,,9.73,5.43,0.2,,0.79,2.46,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Inm_T04112602,,,,,,,,470,,,,,,,WR,50.18,1.58,,16.32,,13.04,,,9.61,5.66,0.18,,0.8,2.32,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Tkc_T021108-01,,,,,,,,420,,,,,,,WR,50,1.32,,17.73,,12.08,,,9.57,5.8,0.17,,0.61,2.46,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-YG4_TK06,,,,,,,,400,,,,,,,WR,50.15,1.26,,17.67,,11.77,,,9.76,5.85,0.18,,0.55,2.57,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-YG4_05112701-14,,,,,,,,400,,,,,,,WR,51.12,0.97,,18.03,,10.35,,,10.2,5.81,0.16,,0.55,2.65,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-YG3_TK05,,,,,,,,400,,,,,,,WR,50.05,1.39,,17.71,,12.27,,,9.49,5.48,0.18,,0.61,2.54,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-YG3_KF13,,,,,,,,400,,,,,,,WR,49.32,1.5,,17.82,,12.62,,,9.59,5.55,0.19,,0.67,2.44,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-YG3_05112701-13,,,,,,,,400,,,,,,,WR,53.24,1.25,,16.84,,10.7,,,9.01,4.79,0.16,,0.86,2.86,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2011), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Mbt_031102-2,,,,,,,,350,,,,,,,WR,50.69,1.38,,17.62,,11.75,,,9.81,4.89,0.18,,0.74,2.69,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Mbt_090916-1,,,,,,,,350,,,,,,,WR,52.82,1.38,,16.66,,11.64,,,8.82,4.31,0.18,,0.93,2.98,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-YG2_TK03,,,,,,,,300,,,,,,,WR,50.16,1.36,,17.41,,11.73,,,9.89,5.6,0.19,,0.68,2.71,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-YG2_KF14,,,,,,,,300,,,,,,,WR,49.78,1.45,,17.31,,12.46,,,9.74,5.72,0.19,,0.67,2.4,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-YG2_05112407-1,,,,,,,,300,,,,,,,WR,51.31,1.31,,17.83,,10.72,,,9.88,5.04,0.15,,0.68,2.82,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-YG2_05112701-12,,,,,,,,300,,,,,,,WR,50.57,1.3,,17.12,,11.83,,,9.74,5.69,0.17,,0.68,2.64,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-SU2_FA07,,,,,,,,200,,,,,,,WR,50.28,1.15,,18.74,,11.71,,,9.4,5.4,0.17,,0.5,2.44,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-YG1_TK02,,,,,,,,180,,,,,,,WR,50.33,1.31,,17.84,,11.6,,,9.8,5.45,0.18,,0.63,2.61,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-YG1_KF05,,,,,,,,180,,,,,,,WR,48.93,1.37,,18.73,,12.29,,,9.66,5.57,0.19,,0.62,2.4,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
