"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0059589","-26.0059589","127.4592268","127.4592268","SAE","","","s_189576 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","68.102","0.471","","12.144","","","1.431","5.99","1.886","0.279","0.138","","4.14","3.966","0.086","","","","","","","","","","","","","0.178","","","1.9170703","","","","","","","","","","","","","","","","","","","1644","","","","","","","","","8","","4","3","","","","3","17","212","29.3","","2.1","","","145","120.7","163.6","1039","69.4","4","","","","0","","","7.1","0","","","0.13","1122","110.7","226.7","27.58","117.2","26.95","5.804","26.37","4.31","26.72","5.53","16.13","","14.86","2.53","24.94","4.12","","","","","","","","","24.87","","27.46","4.36","","","","","","","","","","","","","","","","","","","","","","","","","925178",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0063837","-26.0063837","127.4525176","127.4525176","SAE","","","s_189577 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","71.049","0.305","","12.009","","","1.48","3.84","1.752","0.37","0.087","","5.948","2.45","0.05","","","","","","","","","","","","","0.021","","","1.593324","","","","","","","","","","","","","","","","","","","2998","","","","","","","","","5","","6","0","","","","3","8","67","27.2","","1.4","","","175.6","77.6","153.5","771","68","4.2","","","","0","","","7.3","0","","","0.23","1302","109.3","222.4","26.57","110.9","24.65","4.525","24.05","3.97","24.64","5.18","15.01","","14.11","2.34","19.76","4.18","","","","","","","","","25.77","","32.88","5.7","","","","","","","","","","","","","","","","","","","","","","","","","925179",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0084448","-26.0084448","127.4494035","127.4494035","SAE","","","s_189580 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","67.699","0.561","","12.137","","","1.637","5.65","2.316","0.42","0.061","","4.461","3.982","0.1","","","","","","","","","","","","","0.023","","","1.8629981","","","","","","","","","","","","","","","","","","","980","","","","","","","","","8","","8","2","","","","3","16","57","29.9","","1.5","","","108.4","98.7","159","1006","68.7","4.3","","","","0","","","7.6","0","","","0.27","1229","109.3","226.6","27.61","118.4","26.85","6.538","27.19","4.37","26.77","5.5","15.51","","13.95","2.31","24.69","4.14","","","","","","","","","15.49","","25.97","4.06","","","","","","","","","","","","","","","","","","","","","","","","","925180",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0302204","-26.0302204","127.4477783","127.4477783","SAE","","","s_189590 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","66.296","0.656","","12.342","","","3.014","7.65","1.236","0.586","0.066","","5.572","3.207","0.124","","","","","","","","","","","","","0.045","","","1.3734582","","","","","","","","","","","","","","","","","","","644","","","","","","","","","11","","14","11","","","","4","10","63","29.4","","3.7","","","79.3","123.8","162.9","1009","65.3","5","","","","0","","","7.1","0","","","0.46","1879","104.8","217.7","26.92","115.3","26.6","6.076","26.68","4.33","26.82","5.58","16.05","","14.87","2.49","23.64","3.82","","","","","","","","","7.28","","24.92","3.92","","","","","","","","","","","","","","","","","","","","","","","","","925181",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0261119","-26.0261119","127.4586639","127.4586639","SAE","","","s_189595 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","68.359","0.534","","12.208","","","2.385","6.23","1.982","0.288","0.151","","4.432","3.751","0.094","","","","","","","","","","","","","0.06","","","1.2164505","","","","","","","","","","","","","","","","","","","1411","","","","","","","","","9","","7","6","","","","3","6","97","30.1","","1.8","","","140.3","113.4","163.1","979","67","5.2","","","","0","","","7.3","0","","","0.62","1119","110.5","226.6","27.58","117.9","26.67","6.132","26.7","4.34","26.64","5.61","16.07","","14.92","2.47","23.51","4.01","","","","","","","","","15.89","","27.32","4.53","0.512202","","","","","","","","","","","","","","","","","","","","","","","","925182",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0294963","-26.0294963","127.4824518","127.4824518","SAE","","","s_194605 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","68.035","0.486","","12.17","","","2.77","6.1","1.837","0.355","0.161","","4.234","3.621","0.092","","","","","","","","","","","","","0.089","","","2.205701","","","","","","","","","","","","","","","","","","","1551","","","","","","","","","9","","6","5","","","","3","5","111","28.1","","2","","","142.4","120.4","163.8","1042","68","4.9","","","","0","","","7.7","0","","","0.5","1171","107.4","222.4","27.07","115.7","26.52","5.805","26.17","4.3","26.82","5.57","16.07","","14.98","2.55","24.87","4.09","","","","","","","","","12.17","","27.63","4.4","","","","","","","","","","","","","","","","","","","","","","","","","925183",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0291196","-26.0291196","127.4904406","127.4904406","SAE","","","s_194607 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","71.465","0.318","","11.997","","","2.031","4.38","1.413","0.342","0.171","","5.152","3.297","0.044","","","","","","","","","","","","","0.272","","","0.6712503","","","","","","","","","","","","","","","","","","","2175","","","","","","","","","5","","4","4","","","","4","13","975","27.1","","1.8","","","165.6","76","160.8","762","67.3","8.4","","","","0","","","4.7","0","","","0.17","1151","114.2","231.6","28.06","117.6","26.05","5.034","25.84","4.24","26.11","5.43","15.64","","14.18","2.39","20.73","4.07","","","","","","","","","82.12","","30.75","5.08","","","","","","","","","","","","","","","","","","","","","","","","","925184",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.076877","-26.076877","127.4554805","127.4554805","SAE","","","s_194615 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","68.767","0.488","","12.291","","","2.583","6.24","1.653","0.338","0.161","","4.397","3.228","0.092","","","","","","","","","","","","","0.117","","","1.5876879","","","","","","","","","","","","","","","","","","","1512","","","","","","","","","8","","5","3","","","","3","5","110","32.3","","2.9","","","158.8","121.1","172.4","1063","72","6.3","","","","0","","","6.4","0.9","","","1.08","1256","114.6","233.6","27.98","119.3","26.79","5.966","27.23","4.75","27.6","5.76","16.51","","15.27","2.37","24.93","4.08","","","","","","","","","13.81","","26.9","4.24","","","","","","","","","","","","","","","","","","","","","","","","","925185",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.8869547","-25.8869547","127.3288764","127.3288764","SAE","","","s_195144 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","74.912","0.259","","12.301","","","1.878","3.16","1.153","0.135","0.087","","5.549","3.117","0.024","","","","","","","","","","","","","0.02","","","0.423","","","","","","","","","","","","","","","","","","","2302","","","","","","","","","4","","0","0","","","","0","3","107","26.3","","3","","","188.6","79.1","171.2","597.4","87.4","5.7","","","","","","","10.1","","","","2.74","1321","136.46","293.94","34.21","82.79","28.874","4.9539","26.806","4.421","27.731","5.632","15.612","","15.548","2.229","17.73","4.99","","","","","","","","","17","","39.86","6.1","","","","","","","","","","","","","","","","","","","","","","","","","925186",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.9590474","-25.9590474","127.3828133","127.3828133","SAE","","","s_195147 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","73.792","0.264","","11.994","","","0.962","3.58","0.967","0.188","0.067","","5.053","3.621","0.028","","","","","","","","","","","","","0.015","","","0.45","","","","","","","","","","","","","","","","","","","2141","","","","","","","","","4","","2","0","","","","2","0","19","24.7","","1.3","","","169.9","49.1","173.4","675","76.7","3.3","","","","","","","8.8","","","","0.54","1261","119.83","257.34","30.56","96.2","26.064","4.0587","25.996","4.319","27.351","5.605","15.628","","16.071","2.283","18.92","4.55","","","","","","","","","12","","39.91","5.91","","","","","","","","","","","","","","","","","","","","","","","","","925187",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.9517483","-25.9517483","127.3848203","127.3848203","SAE","","","s_195152 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","69.136","0.505","","12.421","","","3.087","5.73","2.003","0.379","0.117","","3.802","3.853","0.092","","","","","","","","","","","","","0.083","","","0.931","","","","","","","","","","","","","","","","","","","1232","","","","","","","","","11","","3","0","","","","2","4","100","26.7","","1.5","","","108.9","128.3","166.2","921.6","66.2","4.4","","","","","","","4.9","","","","1.65","1338","104.27","221.17","27.11","122.55","24.49","5.3777","24.693","4.047","25.824","5.266","14.846","","14.861","2.109","22.77","3.86","","","","","","","","","26","","28.11","4.11","","","","","","","","","","","","","","","","","","","","","","","","","925188",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.9517483","-25.9517483","127.3848203","127.3848203","SAE","","","s_195153 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","69.99","0.511","","12.503","","","3.739","6.39","1.743","0.352","0.193","","4.354","3.336","0.093","","","","","","","","","","","","","0.023","","","0.477","","","","","","","","","","","","","","","","","","","1557","","","","","","","","","10","","3","0","","","","0","6","400","27.4","","1.8","","","149","123.3","181.5","947.4","67.2","2","","","","","","","13.1","","","","3.03","1358","119.81","243.73","30.88","100.4","28.492","5.9341","28.163","4.559","28.622","5.764","16.074","","15.524","2.366","23.41","3.87","","","","","","","","","28","","28.08","4.41","","","","","","","","","","","","","","","","","","","","","","","","","925189",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.9569868","-25.9569868","127.374553","127.374553","SAE","","","s_195226 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","73.912","0.281","","12.015","","","1.243","3.61","1.108","0.127","0.051","","4.226","3.993","0.034","","","","","","","","","","","","","0.068","","","0.644","","","","","","","","","","","","","","","","","","","2298","","","","","","","","","3","","2","1","","","","2","1","25","26.8","","0","","","130.5","57.8","157.7","644","70.6","3","","","","0","","","12.5","0","","","0.48","966.5","114.38","240.41","28.93","112.07","25.104","3.8696","24.314","4.04","26.033","5.229","14.942","","15.275","2.27","17.51","4.57","","","","","","","","","15.27","","41.76","6.21","","","","","","","","","","","","","","","","","","","","","","","","","925190",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.9573408","-25.9573408","127.3747179","127.3747179","SAE","","","s_195227 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","72.945","0.3","","12.078","","","1.429","3.31","1.48","0.195","0.075","","4.113","3.945","0.041","","","","","","","","","","","","","0.067","","","0.876","","","","","","","","","","","","","","","","","","","1948","","","","","","","","","4","","4","4","","","","2","1","37","26.2","","0.7","","","153.1","70.7","160.5","623","71","6.3","","","","0","","","9.6","0","","","1.18","1020.8","118.79","246.44","29.62","115.73","26.188","4.1848","25.066","4.155","26.481","5.236","14.721","","14.781","2.196","18.26","4.25","","","","","","","","","17.28","","39.57","5.14","","","","","","","","","","","","","","","","","","","","","","","","","925191",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.013621","-26.013621","127.2593805","127.2593805","SAE","","","s_195628 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","73.857","0.268","","11.844","","","","3.23","0.657","0.131","0.026","","5.829","3.142","0.031","","","","","","","","","","","","","0.007","","","0.6028882","","","","","","","","","","","","","","","","","","","2293","","","","","","","","","3","","6","9","","","","6","0","18","25.2","","6.2","","","193.4","36.8","200","626","86.5","0.8","","","","0","","","7.7","0","","","0.43","1212","146.48","295.13","36.55","142.75","32.08","5.803","30.873","5.307","33.111","6.459","17.816","","16.799","2.451","17.93","5.13","","","","","","","","","11","","39.16","4.24","","","","","","","","","","","","","","","","","","","","","","","","","925192",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.8595122","-25.8595122","127.1796204","127.1796204","SAE","","","s_205152 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","70.2","0.37","","12.75","","","","5.17","1.82","0.32","0.172","","4.31","3.84","0.054","","","","","","","","","","","","","0","","","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0","","","","0","","139","27.8","","7","","","168.5","143","147.5","1075","76.5","7","","","","0","","","10","","","","0.7","1155","127","228","31","117.5","26.4","5.96","27.4","4.44","26.8","5.58","15.75","","15.65","2.3","27.4","5.6","","","","","","","","","19","","40","6.37","","","","","","","","","","","","","","","","","","","","","","","","","925193",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.9259055","-25.9259055","127.2883944","127.2883944","SAE","","","s_185420 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","68.5","0.51","","12.45","","","","6.4","1.95","0.32","0.11","","3.12","4.82","0.087","","","","","","","","","","","","","0.021","","","0.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","18","","","","0","0.001","51","26.1","","0","","","111","76.9","131","944","58.1","6","","","","0","","","6","","","","0.43","536","99.9","215","24.2","95.4","22.6","4.84","23.3","3.88","23.9","4.9","15.05","","13.8","2.06","24.2","3.9","","","","","","","","","10","","25.4","3.74","","","","","","","","","","","","","","","","","","","","","","","","","925194",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.8738822","-25.8738822","127.1566494","127.1566494","SAE","","","s_185422 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","72.7","0.28","","12.4","","","","3.52","0.96","0.2","0.109","","5.1","3.3","0.022","","","","","","","","","","","","","0.019","","","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","8","","","","0","0.001","65","27.9","","0","","","214","68.2","149","600","85","7","","","","0","","","11","","","","0.96","1345","149","314","34.5","131","29","5.16","28","4.6","27.6","5.49","16.3","","14.8","2.18","19.9","5.5","","","","","","","","","10","","38.6","5.82","","","","","","","","","","","","","","","","","","","","","","","","","925195",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0076627","-26.0076627","127.4505527","127.4505527","SAE","","","s_189579 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","64.442","0.657","","13.242","","","1.928","4.72","3.574","1.019","0.127","","5.263","3.936","0.123","","","","","","","","","","","","","0.011","","","2.2581864","","","","","","","","","","","","","","","","","","","563","","","","","","","","","8","","39","12","","","","11","22","88","24.4","","1.1","","","125.2","109.8","99.9","486","42.2","0.5","","","","0","","","5.9","0","","","0.11","2013","71.69","139.6","16.86","70.35","15.69","4.674","15.53","2.52","15.62","3.27","9.51","","8.82","1.46","13.86","2.63","","","","","","","","","13.18","","19.51","3.96","","","","","","","","","","","","","","","","","","","","","","","","","925196",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0170331","-26.0170331","127.4379305","127.4379305","SAE","","","s_189583 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","68.178","0.529","","12.439","","","3.23","5.09","1.647","0.462","0.135","","5.935","2.943","0.106","","","","","","","","","","","","","0.098","","","1.980299","","","","","","","","","","","","","","","","","","","1786","","","","","","","","","8","","13","13","","","","6","15","263","27.9","","1.9","","","217","138.2","143.4","779","63","4.1","","","","0","","","7.2","0","","","1.07","1294","108.8","219.3","26.11","108.1","23.68","4.57","23.18","3.79","23.34","4.84","14.18","","13.28","2.17","20.51","3.92","","","","","","","","","26.05","","31.74","4.95","","","","","","","","","","","","","","","","","","","","","","","","","925197",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0284472","-26.0284472","127.4440745","127.4440745","SAE","","","s_189587 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","68.486","0.539","","12.458","","","3.313","5.29","1.869","0.439","0.11","","4.571","3.762","0.11","","","","","","","","","","","","","0.103","","","1.8525369","","","","","","","","","","","","","","","","","","","1519","","","","","","","","","8","","13","16","","","","7","9","117","26.6","","1.3","","","137.1","118","143","757","63.5","3.2","","","","0","","","5.8","0","","","0.08","1096","108.2","219.1","26.08","107.6","23.64","4.614","22.97","3.73","22.94","4.85","13.87","","12.94","2.17","20.22","3.89","","","","","","","","","17.02","","31.85","4.78","","","","","","","","","","","","","","","","","","","","","","","","","925198",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0270911","-26.0270911","127.4573621","127.4573621","SAE","","","s_189594 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","64.257","0.953","","13.203","","","4.392","6.65","2.537","0.822","0.108","","3.675","4.477","0.226","","","","","","","","","","","","","0.036","","","2.6004296","","","","","","","","","","","","","","","","","","","1794","","","","","","","","","14","","6","5","","","","2","21","106","27.5","","1.5","","","113.5","94.5","127.3","711","54.2","4.8","","","","0","","","9.7","0","","","0.61","919.8","89.36","182.9","21.81","91.21","20.46","4.318","20.41","3.33","20.56","4.27","12.4","","11.95","2.01","17.9","3.39","","","","","","","","","8.26","","27.06","4.49","","","","","","","","","","","","","","","","","","","","","","","","","925199",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0141946","-26.0141946","127.4426039","127.4426039","SAE","","","s_194616 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","66.053","0.719","","12.803","","","2.585","5.88","2.345","0.524","0.101","","4.239","3.669","0.152","","","","","","","","","","","","","0.068","","","2.8815105","","","","","","","","","","","","","","","","","","","1584","","","","","","","","","10","","10","0","","","","2","8","73","29.9","","1.8","","","171.8","106.6","134.5","742","59.1","3.5","","","","0","","","8.6","0","","","0.87","995","96.71","195.6","22.99","97.25","21.55","4.398","21.31","3.68","21.71","4.56","13.05","","12.45","1.91","19.02","3.57","","","","","","","","","15.36","","27.14","4.68","","","","","","","","","","","","","","","","","","","","","","","","","925200",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0348798","-26.0348798","127.4311688","127.4311688","SAE","","","s_194627 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","70.225","0.455","","12.79","","","1.413","3.86","1.334","0.364","0.07","","5.2","3.754","0.08","","","","","","","","","","","","","0.026","","","1.3618669","","","","","","","","","","","","","","","","","","","2403","","","","","","","","","6","","9","8","","","","3","0","24","28.3","","1.9","","","189","78.3","126.1","573","56.1","3.3","","","","0","","","6.3","0","","","0.18","987.9","103.7","203.8","23.11","93.59","19.73","2.656","19.16","3.35","19.71","4.13","12.14","","11.64","1.74","16.44","3.58","","","","","","","","","8.34","","36.25","6.48","0.512145","","","","","","","","","","","","","","","","","","","","","","","","925201",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-26.0638179","-26.0638179","127.4407388","127.4407388","SAE","","","s_194638 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","70.248","0.476","","11.829","","","1.752","4.96","1.407","0.512","0.062","","4.197","3.808","0.093","","","","","","","","","","","","","0.039","","","1.8003976","","","","","","","","","","","","","","","","","","","687","","","","","","","","","6","","23","10","","","","6","3","316","25.9","","1.5","","","154.1","88.9","145.8","678","64.5","1.7","","","","0","","","4.9","0","","","0.62","824","111.7","225.5","26.1","108.1","23.44","3.532","22.31","3.85","22.61","4.78","13.93","","13.22","1.96","17.64","4.06","","","","","","","","","6.04","","33.63","3.97","","","","","","","","","","","","","","","","","","","","","","","","","925202",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.8836615","-25.8836615","127.3408286","127.3408286","SAE","","","s_195139 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","70.433","0.493","","12.437","","","1.653","5.11","1.398","0.55","0.053","","5.557","3.1","0.085","","","","","","","","","","","","","0.038","","","0.778","","","","","","","","","","","","","","","","","","","1515","","","","","","","","","8","","9","2","","","","0","5","28","23.4","","2.9","","","234.8","79.8","150.4","712.3","73.7","4.7","","","","","","","9.3","","","","2.1","1316","120.33","255.81","29.7","79.8","25.088","4.275","23.439","3.866","24.35","4.9","13.799","","14.096","2.013","18.9","4.36","","","","","","","","","10","","34.66","5.29","","","","","","","","","","","","","","","","","","","","","","","","","925203",
"[19530]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KAARNKA GROUP","","-25.9359989","-25.9359989","127.2217656","127.2217656","SAE","","","s_195150 [19530]","RHYOLITE [19530]","","","","PROTEROZOIC [19530]","","","","","VOL","","","","","WR [19530] ","73.029","0.254","","11.978","","","1.168","2.8","0.755","0.186","0.091","","6.079","2.737","0.025","","","","","","","","","","","","","0.038","","","0.516","","","","","","","","","","","","","","","","","","","2124","","","","","","","","","4","","0","0","","","","2","6","61","24.5","","1.7","","","243.3","70.3","151.6","512.5","81.8","5.4","","","","","","","8.8","","","","0.59","1265","133.71","281.43","32.69","44.22","25.943","3.8712","23.649","3.93","24.404","4.852","13.406","","13.595","1.996","15.32","4.91","","","","","","","","","18","","43.97","6.61","","","","","","","","","","","","","","","","","","","","","","","","","925204",
